"MA_PARAMETER_ID","MA_PARAMETER_NAME","MA_PARAMETER_DESC","MA_PARAMETER_KEY","MA_PARAMETER_VALUE","MA_PARAMETER_DEFAULT_VALUE","ALLOW_DELETE_FLAG","HOSPITAL_SOID","IS_DEL","CREATED_AT","MODIFIED_AT","CREATED_BY","MODIFIED_BY"
"388183690435981312","调用60医生站归档接口参数","调用60医生站电子病历归档接口开关  0 不开启（默认） 1 质控通过或强制通过 2首页录入完成","ARCHIVE_PL_MAIN_60_FLAG","3","","0","11","0","2024/9/23 15:41:58","2025/8/8 10:48:42","4300118337","4300118337"
"223934318446131201","【开发，无纸化】无纸化存储文件是否加密","0 否 1 是","ARCHIVE_READ_IS_DECRYPT","1","0","1","11","0","2022/4/22 9:59:04","2025/6/6 16:04:48","4300118337","4300118337"
"280937856690567168","【医生站病案首页】病案首页归档号初始值","该参数值仅可为字母+数字的样式或纯数字，为空时不生成，有值时以该值为初始值，每次生成时按最大值+1。（有字母时，字母不变数值递增）","ARCHIVED_INITIAL_VALUE","","","0","11","0","2023/2/23 15:24:45","2024/4/30 20:59:00","4300118337","4300118337"
"222115919487318016","【开发，6.0医生首页】医生病案首页查看时，未获取到元素是否自动刷新缓存","0 关闭 1没有时刷新 2 强制刷新，默认1。如果没有从redis获取到元素等信息，则是否需要自动重新加载到缓存。重新加载会自动判断元素有没有，没有才加载。强制加载就是不检查是否有，直接加载。","AUTO_RELOAD_BASE_INFO_SWITCH","0","0","0","11","0","2022/4/12 14:46:25","2024/4/30 20:59:00","4300118337","4300118337"
"399493655733825537","【首页待质控、病案统计5.X】批量质控落库至5x/4x病案参数","0 不开启参数 ,1,  2开启参数","BATCH_QUALITY_COMPLETE_TO_5X_FLAG","0","0","0","11","0","2024/11/23 14:38:51","2026/5/7 10:15:05","4300118337","466338359917766656"
"446306009678966784","【BETA】文件批量合并标志","1 开启批量合并 0 不开启","BETA_BATCH_COMBINE_FLAG","1","1","0","11","0","2025/8/2 21:50:32","2026/4/22 14:07:30","4300118337","469304215224281088"
"433069528210567169","【无纸化】接口日志查询批次数量","","BIZ_INTERFACE_QUERY_BATCH_SIZE","100","","0","11","0","2025/5/23 13:41:55","2025/5/23 13:41:55","4300118337","4300118337"
"433089467596238849","【无纸化】无纸化日志查询最大查询次数","","BIZ_INTERFACE_QUERY_MAX_PAGENO","2","","0","11","0","2025/5/23 16:16:39","2025/5/23 16:16:39","4300118337","4300118337"
"256626610923386880","是否启用病历屏蔽","1是  2 否","BLOCK_RECORD","2","2","0","11","0","2022/10/15 14:44:39","2024/4/30 20:59:00","4300118337","4300118337"
"289852432828086273","【60医生站首页】护理天数字段取值来源","1-医嘱 2-天津his 特级护理天数、一级护理天数、二级护理天数、三级护理天数选择1时，根据医生护理级别的天数计算；选择2时，根据天津his接口返回的手术不同护理级别费用条数计算。","CARE_DAYS_SOURCE","1","1","0","11","0","2023/4/12 16:30:58","2024/4/30 20:59:00","4300118337","4300118337"
"253254342189004800","配置中医打印模板及对应科室","[中医打印模板id]&[中医科室id(多个用逗号分开)]","CH_MAHP_TEMPLATE_DEPT","","","0","11","0","2022/9/27 10:32:24","2026/5/7 10:15:05","4300118337","466338359917766656"
"492795805137727489","是否需要将文件纸张转换标准A4","1 是 0 否","CHANGE_PAGE_SIZE_TO_A4SIZE","1","","0","11","0","2026/4/10 11:18:50","2026/4/23 13:34:09","469304215224281088","469304215224281088"
"227155528885745716","【首页质控抽查】抽查任务是否抽查已归档病案","抽查任务是否抽查已归档首页：0录入完成首页；1只抽查已归档首页。（默认0录入完成首页）。【病案首页设置-首页参数设置】病案首页(病案系统)-首页抽查","CHCEK_ARCHIVED_MAHP","0","0","1","11","0","2022/5/9 18:38:56","2026/5/7 10:15:05","4300118337","466338359917766656"
"492465683213938688","【首页质控】首页提交时，未启用员工是否校验提醒","0、空不需要，1需要校验","CHECK_EMPLOYEE_STATUS","","","0","11","0","2026/4/8 16:36:44","2026/4/8 16:37:19","469304483659737088","469304483659737088"
"341802257002098688","【无纸化】文件下载时，检查文件后缀的来源方式","文件下载时，检查文件后缀的来源方式 1 文件URL中的文件后缀名 2 文档名称中的后缀名","CHECK_FILE_SUFFIX_FROM_TYPE","1","1","0","11","0","2024/1/17 16:14:39","2024/4/30 20:59:00","4300118337","4300118337"
"305024065498789889","CIS医保诊断、手术映射国临版本诊断、手术","1、参数：{""thirdSystemCodeId"": ""医保诊断字典对照ID"",""mahpDictCodeSystrmId"": ""医保诊断编码体系ID"",""opThirdSystemCodeId"": ""医保手术字典对照ID"",""opMahpDictCodeSystrmId"": ""医保手术字典编码体系ID""}
2、参数配置说明：配置三方字典对照ID可从上报字典对照中F12(右键-检查)-Netword-Payload-query接口，点击医保映射关系后通过接口查看；医保字典编码体系ID可从首页字典版本中查看","CIS_DIAGSISNO_OP_TRANS_FLAG","","","0","11","0","2023/7/3 10:58:20","2024/4/30 20:59:00","4300118337","4300118337"
"227321918066276353","【首页录入、病案统计5.X】病案室录入后是否需要同步到50/40病案统计系统","0-需要同步到50/40病案统计系统 1-不需要同步到50/40病案统计系统。【病案首页设置-首页参数设置】病案首页(病案系统)-病案统计管理系统版本为4.0/5.X","CIS_USE_TYPE","1","1","1","11","0","2022/5/10 16:10:18","2026/5/7 10:15:05","4300118337","466338359917766656"
"222116439178360832","【开发，6.0医生首页】临床诊断代码列表","西医门急诊临床诊断代码,病理临床诊断代码,西医入院临床诊断代码,中医入院临床诊断代码,中医门急诊临床诊断代码,病理临床诊断2代码，固定值","CLI_DIAGNOSIS_CODE_LIST","cliOutpatDiagnosisCode,cliPathologyDiagnosisCode,cliAdmittedDiagnosisCode,cliTcmAdmittedDiagnosisCode,cliTcmOutpatDiagnosisCode,cliPathologyDiagnosisCode2,cliAdmittedDiagnosisCode2,cliAdmittedDiagnosisCode3,cliAdmittedDiagnosisCode4,cliAdmittedDiagnosisCode5,cliPathologyDiagnosisCode3,cliDiagnosisCardCode,cliDiagnosisDiseaseCode,cliPreOpDiagnosisCode,cliPostOpDiagnosisCode","cliOutpatDiagnosisCode,cliPathologyDiagnosisCode,cliAdmittedDiagnosisCode,cliTcmAdmittedDiagnosisCode,cliTcmOutpatDiagnosisCode,cliPathologyDiagnosisCode2,cliAdmittedDiagnosisCode2,cliAdmittedDiagnosisCode3,cliAdmittedDiagnosisCode4,cliAdmittedDiagnosisCode5,cliPathologyDiagnosisCode3,cliDiagnosisCardCode,cliDiagnosisDiseaseCode,cliPreOpDiagnosisCode,cliPostOpDiagnosisCode","0","11","0","2022/4/12 14:50:27","2024/4/30 20:59:00","4300118337","4300118337"
"447909035355238401","","","CLINICAL_CASE_REVIEW","1","","0","11","0","2025/8/11 13:11:39","2025/8/11 13:11:39","4300118337","4300118337"
"281274229939255296","实施临床路径管理情况代码字典版本","实施临床路径管理情况代码：字典版本  399565798（病案安徽版 默认版本）  956991 (病案江苏版)","clinicalPathwayManageVsrsion","399565798","399565798","0","11","0","2023/2/25 10:55:21","2024/4/30 20:59:00","4300118337","4300118337"
"337489111257018368","展示编码字典查询弹窗","页签类型：０－西医疾病编码；１－中医疾病编码；２－手术编码；３－中医治则治法；多个时，以英文，分隔；例如1,2,3","CODE_DIC_QUERY_TYPE","0,2","0,2","0","11","0","2023/12/25 10:20:14","2026/5/7 10:15:05","4300118337","466338359917766656"
"227155528885745684","【首页质控、首页录入】首页编码/录入完成后，质控员是否允许撤销质控记录","首页编码/录入完成后，质控员是否允许撤销质控记录  0：不允许，1：允许。【病案首页设置-首页参数设置】病案首页(病案系统)-首页质控","CODE_INPUT_ENABLE_CANCEL_FLAG","1","1","1","11","0","2022/5/9 18:38:56","2026/5/7 10:15:05","4300118337","466338359917766656"
"227319751255275521","【首页质控、首页录入、EMR医生首页】首页编码/录入完成后，医生重新提交首页是否需要申请","0无需申请，直接提交 1医生先申请，审批通过后并撤销首页成功后重新提交。【病案首页设置-首页参数设置】-病案首页(住院医生站)-医生病案首页撤销提交流程","CODE_INPUT_ENABLE_SUBMIT_FLAG","0","0","1","11","0","2022/5/10 15:53:29","2024/4/30 20:59:00","4300118337","4300118337"
"479471725663842304","【60电子病历】暂存是否覆盖标志","空、0覆盖；1不覆盖；加二次提交标记","CODE_INPUT_SAVE_FLAG","","","0","11","0","2026/1/28 15:50:21","2026/1/30 15:35:35","469304483659737088","469304483659737088"
"227155528885745694","【首页录入】录入环节编码员是否默认","0否 1是-录入环节默认；2-质控环节默认，录入时再次强制默认【病案首页设置-首页参数设置】病案首页(病案系统)-首页编码录入取值","CODER_DEFAUIT","1","1","1","11","0","2022/5/9 18:38:56","2026/5/7 10:15:05","4300118337","466338359917766656"
"495093722162753536","编码逻辑推荐窗口显示方式","0-右侧收起（默认编码逻辑推荐在右侧收起显示） 1-右侧展开（默认编码逻辑推荐在右侧展开显示）","CODING_LOGIC_RECOMMEND_DISPLAY_MODE","1","0","0","11","0","2026/4/22 20:33:01","2026/4/30 16:47:26","466338359917766656","466338359917766656"
"432353645209153537","【病案统计】日志核查明细查询encounterId和inpatSeqNo转换","0是ENCOUNTER_ID，1是INPAT_SEQ_NO
","COMPARE_LOG_CHECK_FILED_TYPE","0","0","0","11","0","2025/5/19 17:05:55","2025/8/5 17:04:56","4300118337","4300118337"
"473382409078403072","【AI智能编码】知识库切片查询接口场景编码-诊断","COPILOT知识库切片查询接口诊断字典的场景编码","COPILOT_KNOWLEDGE_SCENE_CODE_DIAG","DIAGNOSIS_CODING_ASSISTANT","DIAGNOSIS_CODING_ASSISTANT","0","11","0","2025/12/26 20:11:02","2025/12/26 20:11:02","467611248637863937","467611248637863937"
"473382559402258433","【AI智能编码】知识库切片查询接口场景编码-手术","COPILOT知识库切片查询接口手术字典的场景编码","COPILOT_KNOWLEDGE_SCENE_CODE_SURGERY","SURGICAL_CODING_ASSISTANT","SURGICAL_CODING_ASSISTANT","0","11","0","2025/12/26 20:12:13","2025/12/26 20:12:13","467611248637863937","467611248637863937"
"472016837111541761","【AI智能编码】知识库切片查询接口地址","COPILOT知识库切片查询接口地址","COPILOT_KNOWLEDGE_SLICE_URL","https://copilot.winning.com.cn/api/v1/copilot/knowledge/slice/list","https://copilot.winning.com.cn/api/v1/copilot/knowledge/slice/list","0","11","0","2025/12/19 11:32:48","2025/12/19 13:50:43","466338782972045313","466338782972045313"
"472017088367128577","【AI智能编码】知识库切片查询接口用户密钥","COPILOT知识库切片查询接口用户密钥","COPILOT_KNOWLEDGE_SLICE_WX_API_KEY","st-1I5LnSWRTRNzo0HtPXllCg==","st-1I5LnSWRTRNzo0HtPXllCg==","0","11","0","2025/12/19 11:34:46","2025/12/19 11:34:46","466338782972045313","466338782972045313"
"472017152791638017","【AI智能编码】知识库切片查询接口业务编码","COPILOT知识库切片查询接口业务编码","COPILOT_KNOWLEDGE_SLICE_WX_BIZ_CODE","WiNEX_CMS","WiNEX_CMS","0","11","0","2025/12/19 11:35:16","2025/12/19 11:35:16","466338782972045313","466338782972045313"
"472017000320299009","【AI智能编码】知识库切片查询接口用户ID","COPILOT知识库切片查询接口用户ID","COPILOT_KNOWLEDGE_SLICE_WX_USER_ID","9999","9999","0","11","0","2025/12/19 11:34:05","2025/12/19 11:34:05","466338782972045313","466338782972045313"
"460874616056410113","国家手术推荐级别关联字段","0-无 1-手术级别","COUNTRY_OPERATION_LAVEL_RELATIVE_FIELD","1","0","0","11","0","2025/10/20 10:17:48","2025/10/30 15:50:29","4300118337","4300118337"
"427158332508827648","【首页质控、首页录入】是否自动落库国家推荐手术级别"," 0否 1是","COUNTRY_OPERATION_LEVEL_FLAG","1","0","0","11","0","2025/4/21 17:04:59","2025/4/21 21:49:43","4300118337","4300118337"
"352182153574445057","重症首页HIS微服务接口标识","重症首页HIS微服务接口标识，HIS字典对照的HIS类型，固定值","CRITICAL_CARE_MAHP_INTERFACE_ID","20000","20000","0","11","0","2024/3/13 14:53:16","2024/4/30 20:59:00","4300118337","4300118337"
"286163257784285184","重症提交是否覆盖病案室录入参数","重症提交是否覆盖病案室录入参数 0 否 1 是","CRITICAL_CARE_MAHP_SUBMIT_COVER_SAVE","0","0","0","11","0","2023/3/23 19:19:12","2024/4/30 20:59:00","4300118337","4300118337"
"432341037332656129","【60医生病案首页】病案首页是否危重取值参数","例：{""order"":""277952676178751488,313260608034338817"",""emr"":""true"",""icu"":""true""}","CRITICAL_ILLNESS_NOTICE_PARAM","{""order"":""277952676178751488,313260608034338817"",""emr"":""true"",""icu"":""true""}","","0","11","0","2025/5/19 15:28:05","2025/5/20 9:09:42","4300118337","4300118337"
"222116398376171520","【开发，6.0医生首页】首页项医嘱对照调用接口","0不调用 1调用，6.0医生首页需要打开，便于维护一二三特级护理、呼吸机、手术等对应的医嘱临床服务项目","CS_LIST_CALL_FLAG","0","0","0","11","0","2022/4/12 14:50:08","2024/4/30 20:59:00","4300118337","4300118337"
"471677590529732608","cs","2","cs1","11","0","0","11","0","2025/12/17 15:39:55","2025/12/17 15:40:08","466338007730448385","466338007730448385"
"485956802010771457","数据库驱动配置的数据库类型","数据库驱动配置的数据库类型 0：SQL Server 1：MySQL 2：Oracle 3. VASTBASE，4：达梦数据库，5：TDsql-PG","DATABASE_JDBC_DBTYPE","2","","0","11","0","2026/3/4 14:41:10","2026/3/4 14:41:31","469304215224281088","469304215224281088"
"240674498943137793","数据库类型","当前数据库类型 0：SQL Server 1：MySQL 2：Oracle 3. VASTBASE，4：达梦数据库，5：TDsql-PG","DATABASE_TYPE","0","0","0","11","0","2022/7/21 15:19:57","2026/3/11 14:05:30","4300118337","469303543061899264"
"363928373732929536","医生站首页数据对比参数","参数值：0-否 1-是。","DATACOMPARE_FLAG","1","","0","11","0","2024/5/15 22:15:55","2024/5/15 22:15:55","4300118337","4300118337"
"323566976914518017","日间手术特殊规则","当日间手术码为30.0901、30.0905、30.0906时，还需要满足患者主要诊断码需为J38.102声带息肉时才满足日间手术条件","DAY_SURGERY_SPECIAL_RULE","0","0","0","11","0","2023/10/11 9:30:15","2024/4/30 20:59:00","4300118337","4300118337"
"323206459507175424","【病案质控、录入】死亡患者是否根据离院方式为死亡时，添加“死亡患者”标签","0否 1是  ；需要在标记列表新增：“死亡患者”标签，开启该参数时，（医生站首页提交/录入时）患者离院方式为5死亡时，自动添加“死亡患者”标签","DEATH_PATIENT_LABEL_AUTOMATIC","0","0","0","11","0","2023/10/9 10:52:17","2026/5/7 10:15:05","4300118337","466338359917766656"
"323208952735690752","【病案质控、录入】存在“死亡患者”标签的，病案质控业务流程下是否查询的结果列整行标红显示","参数描述：0否 1是；当开启设置为是时，病案质控下的所有tab页面、包括独立录入、独立编码的菜单患者该条数据均标红显示；","DEATH_PATIENT_LABEL_RED_MARK","0","0","0","11","0","2023/10/9 11:11:38","2026/5/7 10:15:05","4300118337","466338359917766656"
"236180556549732352","【默认规则】病人来源","病人来源默认值规则设置，不可动参数值，参数值配置于【病案首页设置-首页参数设置】-默认值设置-病人来源","DEFAULT_ADMISSION_SOURCE","","","0","11","0","2022/6/27 10:02:23","2026/2/13 17:11:17","4300118337","467611392519268353"
"442166747832348672","【默认规则】麻醉医师","","DEFAULT_ANES_DOCT","{""defaultType"":""1"",""application"":""3"",""anesMode"":[],""relativeField"":""surgeonId""}","","0","11","0","2025/7/11 14:25:38","2026/2/13 17:11:17","4300118337","467611392519268353"
"442720332609581057","【默认规则】联系人地址","","DEFAULT_CONTACT_ADDRESS","{""defaultType"":""1"",""application"":""1"",""relativeField"":""homeAddressCode""}","","0","11","0","2025/7/14 14:02:00","2026/2/13 17:11:17","4300118337","467611392519268353"
"236180678956300288","【默认规则】日间手术","日间手术默认值规则设置，不可动参数值，参数值配置于【病案首页设置-首页参数设置】-默认值设置-日间手术","DEFAULT_DAY_SURGERY_RECORD","","","0","11","0","2022/6/27 10:03:20","2026/2/13 17:11:17","4300118337","467611392519268353"
"465692920822460417","【默认】病案首页加载科主任默认值设置","{""defaultType"":""1"",""application"":""1""}","DEFAULT_DEPTDIRECTOR","{""defaultType"":""1"",""application"":""1""}","","0","11","0","2025/11/15 9:32:46","2025/12/1 14:19:19","4300118337","4300118337"
"441949497649098752","【默认规则】肿瘤分期是否不详默认赋值","1-开启规则（原始需求：1117177，只适用北人民，字典固定code判断）","DEFAULT_DISCHARGED_IS_TUMOR_STAG","1","","0","11","0","2025/7/10 10:19:33","2026/3/4 11:09:09","4300118337","466338359917766656"
"289628585575069696","【默认规则】 病历回收日期/统计日期默认值设置","部分病种默认值规则设置，不可动参数值，参数值配置于【病案首页设置-首页参数设置】-默认值设置- 病历回收日期/统计日期","DEFAULT_MEDICAL_RECOVERY_DATE","","","0","11","0","2023/4/11 11:33:41","2026/2/13 17:11:17","4300118337","467611392519268353"
"310572231237318657","【默认规则】中医录入是否必选","中医录入是否必选","DEFAULT_OPERATION_INPUT_OPTIONS","","","0","11","0","2023/8/2 8:37:46","2026/2/13 17:11:17","4300118337","467611392519268353"
"236180646744045568","【默认规则】部分病种","部分病种默认值规则设置，不可动参数值，参数值配置于【病案首页设置-首页参数设置】-默认值设置-部分病种","DEFAULT_PARTIAL_DISEASES","{""defaultType"":""1"",""application"":""1"",""defaultValue"":""1"",""labelTags"":[""399581326""],""diagnosisType"":[""957005"",""957006""],""operationType"":[""254615"",""254614""]}","","0","11","0","2022/6/27 10:03:05","2026/2/13 17:11:17","4300118337","467611392519268353"
"321163678571917313","【默认规则】质控日期","","DEFAULT_QC_AT","{""defaultType"":""1"",""application"":""1"",""qcAt"":""1""}","","0","11","0","2023/9/28 10:38:12","2026/2/13 17:11:17","4300118337","467611392519268353"
"311566215518631937","【默认规则】质控医师","defaultType 1、空值默认 2、强制更新。application 1、适用病案首页录入 2、适用医生首页录入 3、适用医生和病案室首页录入。qcDoctor 1、医疗组长 2、末次质控通过的操作用户 3、末次录入的操作用户","DEFAULT_QC_DOCTOR","","","0","11","0","2023/8/7 17:12:06","2026/2/13 17:11:17","4300118337","467611392519268353"
"442914802286292993","【默认规则】是否日间手术标记/是否日间操作标记","1-开启规则。非公版，北人民专用（需求号：1125123）","DEFAULT_TABLE_DAYS_URGERY","1","","0","11","0","2025/7/15 15:11:18","2026/2/11 10:16:06","4300118337","466338359917766656"
"472983449566277632","【默认规则】术者默认赋值逻辑","1-开启规则。非公版，北人民专用（需求：1402483）","DEFAULT_TABLE_SURGEON","1","0","0","11","0","2025/12/24 16:34:42","2026/2/11 10:47:28","466338359917766656","466338359917766656"
"320822722593110018","【默认规则】是否使用医疗机构中药制剂","","DEFAULT_TCM_PRODUCT","","","0","11","0","2023/9/26 14:32:03","2026/2/13 17:11:17","4300118337","467611392519268353"
"320822722593110017","【默认规则】是否使用中医诊疗技术","","DEFAULT_USE_TCM_TREAT_TECH","","","0","11","0","2023/9/26 14:32:03","2026/2/13 17:11:17","4300118337","467611392519268353"
"477764476163682304","是否删除病案导出文件标识","是否删除病案导出文件标识：0不删除，1删除；默认删除","DELETE_MA_EXPORT_FILE_FLAG","1","1","0","11","0","2026/1/19 11:00:22","2026/1/19 11:00:22","469304215224281088","469304215224281088"
"357951346919960577","删除导出文件生成的临时文件","1 删除 0 不删除","DELETE_TEMP_EXPORT_FILE_FLAG","1","1","0","11","0","2024/4/13 17:08:06","2024/4/30 20:59:00","4300118337","4300118337"
"358902843180697600","多院区模式下，科室是否按照患者所属院区过滤","多院区科室过滤配置值形式：[0-1]#[0-1]；第一个参数：0-不显示院区（适用于科室名称中已维护院区名称） 1-显示院区；第二个参数：0-科室下拉展示所有科室 1-科室下拉仅显示患者所在院区的科室","DEPT_MULTI_HOSPITAL_FILTER_FLAG","0#0","0#0","0","11","0","2024/4/18 20:12:40","2024/4/30 20:59:00","4300118337","4300118337"
"358324957535105024","科室是否多院区显示","科室是否多院区显示 0:不显示 1:显示","DEPT_MULTI_HOSPITAL_FLAG","0","0","0","11","0","2024/4/15 17:27:41","2024/4/30 20:59:00","4300118337","4300118337"
"380346809639858176","DIP、DRG、医保：诊断、手术初始化或转换标志(双编码模式)","0、1、2、3、4","DIAG_OP_CONVERTER_INIT_FLAG","1","","0","11","0","2024/8/12 9:59:46","2025/9/17 12:14:05","4300118337","4300118337"
