"INP_EMR_PARAM_ID","INP_EMR_PARAM_NO","INP_EMR_PARAM_NAME","INP_EMR_PARAM_CONTENT","INP_EMR_PARAM_DESC","ENABLED_FLAG","DEPT_ID","INP_EMR_PARAM_TYPE_NO","INP_EMR_PARAM_VALUE_TYPE_NO","HOSPITAL_SOID","IS_DEL","CREATED_AT","MODIFIED_AT","CREATED_BY","MODIFIED_BY","INP_EMR_PARAM_GROUP_NO","PARAM_VALUE"
"5722100919992009947","384036","会诊医嘱","orderItemContent","会诊医嘱","98360","11","emr_order_content_config","text","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","57393667239307269","57393667239307269","",""
"5722100919992009949","399392410","中成药医嘱","orderItemContent","中成药医嘱","98360","11","emr_order_content_config","text","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","57393667239307269","57393667239307269","",""
"5722100919992009948","991421","患者流转","orderItemContent","患者流转","98360","11","emr_order_content_config","text","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","57393667239307269","57393667239307269","",""
"5722100919992009965","ADMITTED_CANCEL_DEL_CODE","新患者入区取消是否自动删除病历、病历簿","false","说明：新患者入区取消是否自动删除病历、病历簿，值：{是；否}；默认否","98360","","common","boolean","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","57393746696202243","57393746696202243","57393746696202243",""
"221383422926547017","AGENT_SIGNATURE","代签名科室","0","代签名科室","98360","","emr_review","EnumerationMultiSelect","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","","",""
"121383422926552024","ANTIMICROBIAL_AGENTS_DATA_SET","抗菌药物会诊","0","抗菌药物绑定的会诊申请模板","98360","1","inpatient_consult_template","enumeration","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","0","57393570602543106","",""
"5722100919992009950","APPLY_DEPT_CONTAIN_CONSULT_TEAM","邀请对象组件里显示团队的会诊分类（支持复选）","399670173,399661817","邀请对象组件里显示团队的会诊分类（支持复选）","98360","0","inpatient_consult_base_new","EnumerationMultiSelect","991827","0","2024-04-22 20:16:58","2026-02-03 16:52:44","","414889225851453440","apply_tab_reply",""
"222383422929876234","APPOINT_DIRECTOR_REVIEW_MONITORING","指定科主任审签的病历监控类型","125044676345811010","指定科主任审签的病历监控类型","98360","1","emr_review","EnumerationMultiSelect_MONITORING","991827","0","2024-07-11 15:28:49","2025-02-21 14:52:19","57393746696202243","366672780525256705","",""
"222383422926531931","ASSIGN_OPERATION_NOTE_REVIEW_MONITORING","指定手术医生审签的病历监控类型","125044678493294608,125044678493294640,201111183149915903,125044678493294646,125044678493294648,125044678493294650,125044678493294682","指定手术医生审签的病历监控类型","98360","1","emr_review","EnumerationMultiSelect_MONITORING","991827","0","2024-05-28 09:10:24","2025-02-10 22:26:57","57393746696202243","255480612717443072","",""
"432383422926591271","ASSISTANCE_NOT_REFERENCED_COLOR","设置辅助区未引用数据的文字颜色","#000000","设置辅助区未引用数据的文字颜色，值：默认黑色","98360","","assistance_config","COLOUR","991827","0","2025-03-25 10:30:56","2025-04-21 10:08:15","57393746696202243","57393746696202243","",""
"432383422926591273","ASSISTANCE_REFERENCED_COLOR","设置辅助区已引用数据的文字颜色","#999999","设置辅助区已引用数据的文字颜色，值：默认灰色","98360","","assistance_config","COLOUR","991827","0","2025-03-25 10:30:56","2025-04-21 10:08:15","57393746696202243","57393746696202243","",""
"221383522926547289","ASSISTANCE_REPORT_BTN","医技报告【报告调阅】按钮是否显示","1","医技报告【报告调阅】按钮是否显示 PARAMSELECTIONS[1:是,0:否]","98360","","assistance_config","EnumerationSelect","991827","0","2025-02-10 20:57:04","2025-02-10 20:57:04","10007","10007","",""
"333283885556363001","AT001","自动归档提醒时间范围","1","本参数用于定义系统发送​​自动归档提醒​​或​​病历缺陷提醒​​的提前时间量，单位：天。 PARAMSELECTIONS[0:0,1:1,2:2,3:3,4:4,5:5]","98360","","archive_tips","EnumerationSelect","991827","0","2025-10-13 18:37:08","2025-10-31 22:37:32","255481783078281216","255481783078281216","",""
"333283885556363002","AT002","患者归档提醒的病历查询范围","1,2","患者归档提醒的病历查询范围，值：{未签名，待书写} PARAMSELECTIONS[1:未签名,2:待书写]","98360","","archive_tips","EnumerationMultiSelect","991827","0","2025-10-13 18:37:08","2025-10-31 22:37:32","255481783078281216","255481783078281216","",""
"333283885556363003","AT003","患者归档提醒的发送人","1,2","患者归档提醒的发送人 PARAMSELECTIONS[1:住院医生,2:主治医生,3:质控医生]","98360","","archive_tips","EnumerationMultiSelect","991827","0","2025-10-13 18:37:08","2025-10-31 22:37:32","255481783078281216","255481783078281216","",""
"333283885556363004","AT004","归档前病历缺项是否短信提醒病案协调员","false","归档前病历缺项是否短信提醒病案协调员","98360","","archive_tips","boolean","991827","0","2025-10-13 18:37:09","2025-10-31 22:37:32","255481783078281216","255481783078281216","",""
"2133834229265469331","AUTO_REQUIRE_MEDICAL_STAFF_ORDER","自动获取医务院总名单","false","自动获取医务院总名单","98360","","employee_mapping","boolean","991827","0","2024-07-21 12:11:28","2026-01-20 21:54:20","","368149020914434048","",""
"632937928725192969","BLOOD_125044676345811012","输血病程记录","{""inpatEtlMonitorTypeId"":""125044676345811012"",""type"":""1"",""scource"":"""",""status"":98361}","输血病程记录","98360","","inp_emr_sync_data","text","991827","0","2025-02-10 22:26:16","2025-10-30 13:12:35","57393746696202243","366672780525256705","",""
"632937928725192970","BLOOD_125044676345811014","输血后病程记录","{""inpatEtlMonitorTypeId"":""125044676345811014"",""type"":""1"",""scource"":""3,4"",""status"":98361}","输血后病程记录","98360","","inp_emr_sync_data","text","991827","0","2025-02-10 22:26:16","2025-09-02 16:50:31","57393746696202243","436436696671019009","",""
"632937928725192968","BLOOD_125044676345811016","输血前病程记录","{""inpatEtlMonitorTypeId"":""125044676345811016"",""type"":""0"",""scource"":""3,4"",""status"":98361}","输血前病程记录","98360","","inp_emr_sync_data","text","991827","0","2025-02-10 22:26:16","2025-09-02 16:50:32","57393746696202243","436436696671019009","",""
"632937928725192967","BLOOD_125044678493294684","输血同意书","{""inpatEtlMonitorTypeId"":""125044678493294684"",""type"":""0"",""scource"":""1,3,4"",""status"":98360}","输血同意书","98360","","inp_emr_sync_data","text","991827","0","2025-02-10 22:26:16","2025-10-30 13:12:23","57393746696202243","366672780525256705","",""
"7733100919992024952","BLOOD_RECORD_INTERFACE","辅助录入-输血记录","{""typeValue"":""fastOpen"",""value"":""12345678""}","辅助录入输血记录中调接口获取数据","98360","","interface_setting","text","991827","0","2026-04-15 11:03:59","2026-04-20 13:32:00","1491538","365887153697406977","",""
"233283456546350002","BORROW001","病案借阅是否开启与卫宁60病案系统对接模式","true","病案借阅是否开启与卫宁60病案系统对接模式","98360","","medical_borrow","boolean","991827","0","2024-04-22 20:16:58","2025-07-27 21:08:25","57393746696202243","366672780525256705","",""
"233283456552310001","BORROW002","病案借阅不需要审批的科室","0000","配置的科室，申请的借阅不需要审批","98360","","medical_borrow","EnumerationMultiSelect","991827","0","2024-04-22 20:16:58","2025-07-27 21:08:37","57393746696202243","366672780525256705","",""
"233283456556350001","BORROW003","是否开启病案借阅自动审批","false","是否开启病案借阅自动审批，选项值{是，否}，默认为否；","98360","","medical_borrow","boolean","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","57393746696202243","255481783078281216","",""
"233283456546350003","BORROW_PROCESS","借阅审核控制设置","multiple_audit","点编辑进入审核设置进行设置审核流程","98360","","borrow_process","","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","57393746696202243","57393746696202243","",""
"221383422926547019","CA_SIGNATURE","是否启用CA签名","false","是否启用CA签名","98360","","signature_param","boolean","991827","0","2024-04-22 20:16:58","2026-03-30 19:07:47","","365887153697406977","",""
"121383422926547010","CHART_SCORE1","内科VTE量表高危值","4","内科VTE量表判定大于等于设置值为高危，需刷新VTE标签","98360","","common","number","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"121383422926547011","CHART_SCORE2","外科VTE量表高危值","5","外科VTE量表判定大于等于设置值为高危，需刷新VTE标签","98360","","common","number","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"5723092716992009958","CHOOSE_THRID_STAGE_DOCOTOR","指定医师查房病历创建是否默认选中三级医师","false","指定医师查房病历创建是否默认选中三级医师  默认否","98360","0","basic_setting","boolean","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","1","255480612717443072","",""
"121383422926546973","CL004","撤销归档审核控制设置","single_audit","1、科主任审核；2、医务科审核；3、病案室审核。  撤销归档的审核节点勾选后为启用。默认值为多级审核","98360","","archive_process","","991827","0","2024-04-22 20:16:58","2025-10-15 16:10:48","","365887153697406977","",""
"121383422926546978","CL011","主诊断名称格式","11","主诊断名称格式：{序号}.{名称}","98360","","diagnosis_format_main","number","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"121383422926546979","CL012","从诊断名称格式","15","从诊断名称格式：{}{名称}，{}代表一个空格，设置时不需要加括号","98360","","diagnosis_format_slave","number","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"121383422926546980","CL013","中医主诊断名称格式","12","中医主诊断名称格式：{序号}.{名称}","98360","","diagnosis_format_main","number","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","","",""
"121383422926546981","CL014","中医从诊断名称格式","14","中医从诊断名称格式：{}{名称}，{}代表一个空格，设置时不需要加括号","98360","","diagnosis_format_slave","number","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","","",""
"121383422926546982","CL015","中医证候诊断方式","16","1：病症一起排序，如：1**病，2**症；  2：并显示序号，症不显示序号，如：1**病，**症；  3：病显示序号，症在病后括号内显示，如：1**病（**症）","98360","","diagnosis_format_syndrome","number","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","","",""
"121383422926546983","CL016","诊断的排序方式","19","1.横排；2.纵排","98360","","diagnosis_order_type","number","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"121383422926546985","CL017","初步诊断的数据取值默认参数","991323","初步诊断的数据取值默认参数","98360","","in_diagnosis_contain","EnumerationMultiSelect","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"121383422926546986","CL018","出院诊断的数据取值默认参数","256917","出院诊断的数据取值默认参数","98360","","in_diagnosis_contain","EnumerationSelect","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"121383422926546987","CL019","死亡诊断的数据取值默认参数","991331","死亡诊断的数据取值默认参数","98360","","in_diagnosis_contain","EnumerationSelect","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"121383422926546988","CL020","术前诊断的数据取值默认参数","991326","术前诊断的数据取值默认参数","98360","","in_diagnosis_contain","EnumerationSelect","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"121383422926546989","CL021","术后诊断的数据取值默认参数","991328","术后诊断的数据取值默认参数","98360","","in_diagnosis_contain","EnumerationSelect","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"121383422926556992","CL022","术中诊断的数据取值默认参数","991327","术中诊断的数据取值默认参数","98360","","in_diagnosis_contain","EnumerationSelect","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"121383422926556993","CL023","目前诊断的数据取值默认参数","991330","目前诊断的数据取值默认参数","98360","","in_diagnosis_contain","EnumerationSelect","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"232383422926547224","CL024","入院记录上诊断区域是否支持可编辑","false","入院记录上诊断区域是否支持可编辑","98360","","common","boolean","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","57393746696202243","57393746696202243","",""
"232383422926547225","CL025","入院记录上诊断同步方式","2","入院记录上诊断同步方式：1.不提醒；2.提醒同步；3.强制同步","98360","","in_diagnosis_contain","EnumerationSelect","991827","0","2024-04-22 20:16:58","2025-02-17 10:34:26","57393746696202243","366672780525256705","",""
"232383422926547226","CL026","补充诊断每次插入是否重新编号","false","为否时，不重新编码，补充诊断序号按照已插入的诊断开始计算，如：已经插入1和2，再次插入的诊断从3开始显示；为是时，重新从1开始编码","98360","","in_diagnosis_contain","boolean","991827","0","2024-04-22 20:16:58","2026-02-09 15:38:10","57393746696202243","57393746696202243","",""
"421383422921557137","CL027","患者入院记录中超过三日未有确定诊断是否提醒；默认否","false","患者入院记录中超过三日未有确定诊断是否提醒；默认否","98360","","in_diagnosis_contain","boolean","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","57393746696202243","57393746696202243","",""
"431385723924343356","CL028","病历中诊断弹框是否启用关闭功能","true","病历中诊断弹框是否启用关闭功能，是：启用，显示关闭“×”按钮，否：不启用，不显示关闭“×”按钮","98360","","in_diagnosis_contain","boolean","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"331385744424343360","CL029","入院记录诊断样式中的诊断日期是否支持编辑","true","参数开启，支持医生在病历文书中修改日期；参数关闭，不支持医生在病历文书中修改日期。","98360","","in_diagnosis_contain","boolean","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","57393746696202243","57393746696202243","",""
"221383422926547036","CL031","入院记录诊断样式中的诊断日期是否需要更新","true","选择是，病历每次修改诊断都更新诊断引入时间；选择否，诊断首次添加到病历后获取到诊断引入时间就不再更新  值：｛是，否｝；默认是","98360","","in_diagnosis_contain","boolean","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","1","57393746696202243","",""
"121393423926546986","CL032","引入病历时固定为默认值的诊断类型","0000","打开诊断弹窗引用到病历时，始终取默认值的诊断类型，{出院诊断，死亡诊断}；默认无，可多选","98360","","in_diagnosis_contain","EnumerationMultiSelect","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","10","10","",""
"121323433926546987","CL033","需要显示诊断编码的监控类型","0000","需要显示诊断编码的监控类型","98360","","in_diagnosis_contain","EnumerationMultiSelect_MONITORING","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","10","10","",""
"5722100919992009967","CL034","修正诊断是否只需要最后一位引入修正诊断的签名","false","说明：修正诊断是否只需要最后一位引入修正诊断的签名，设置值：是/否，默认为否","98360","","in_diagnosis_contain","boolean","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","57393746696202243","255480612717443072","57393746696202243",""
"5722100929992009967","CL035","手动插入的诊断是否需要在诊断类型后换行","false","手动插入的诊断是否需要在诊断类型后换行 值：{是，否}；默认否","98360","","in_diagnosis_contain","boolean","991827","0","2024-07-21 11:33:44","2024-07-21 11:33:44","57393746696202243","255480612717443072","57393746696202243",""
"5722100929992009968","CL036","病历中中医诊断和西医诊断的排序","1","病历中中医诊断和西医诊断的排序 PARAMSELECTIONS[1:中医诊断在前，西医诊断在后,2:西医诊断在前，中医诊断在后]","98360","","in_diagnosis_contain","EnumerationSelect","991827","0","2025-02-10 22:38:10","2025-02-10 22:38:10","10007","255480612717443072","57393746696202243",""
"431385723927653611","CL037","是否启用ICD-11诊断体系版本","false","是否启用ICD-11诊断体系版本","98360","","in_diagnosis_contain","boolean","991827","0","2025-02-10 22:24:29","2025-02-10 22:24:29","57393746696202243","57393746696202243","",""
"221323433951937215","CL038","默认只加载主诊断的病历监控类型","0000","创建病历时，默认只加载主诊断的病历监控类型","98360","","in_diagnosis_contain","EnumerationMultiSelect_MONITORING","991827","0","2025-02-10 21:00:25","2025-02-10 23:35:48","10","149383352011524098","",""
"6733100919992030002","CL042","最后诊断的数据取值默认参数"," ","最后诊断的数据取值默认参数","98360","","in_diagnosis_contain","EnumerationSelect","991827","0","2026-02-02 08:00:34","2026-02-02 08:00:34","1447599","1447599","",""
"121383422926546998","COMMON003","病历自动保存时间间隔","60","通过时间设置，控制医师书写病历文书的自动保存的时间间隔(秒)","98360","","common","number","991827","0","2024-04-22 20:16:58","2025-09-23 18:13:46","","366672780525256705","",""
"121383422926547000","COMMON005","病历记录时间往前推移几天","36","病历记录时间往前推移几天","98360","","basic_setting","number","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"121383422926547001","COMMON006","病历记录时间推后几天","5","病历记录时间推后几天","98360","","basic_setting","number","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"121383422926547002","COMMON007","支持修改病历时间的病历分类","121383422926546946","设置值的下拉选项修改为病历分类，支持多选,选中的分类才允许修改病历时间","98360","1","basic_setting","EnumerationMultiSelect","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","57393746696202243","57393746696202243","",""
"121383422926547003","COMMON008","要求申请科室协助答复的会诊类型","399622370","是否要求申请科室协助答复。是：开启，否：关闭。","98360","","inpatient_consult_base_new","EnumerationMultiSelect","991827","0","2024-04-22 20:16:58","2026-02-05 16:22:43","","365887153697406977","apply_tab_reply",""
"121383422926547006","COMMON010","会诊完成后是否开启填写评价。","true","会诊完成后是否开启填写评价。是：开启，否：关闭","98360","","inpatient_consult_base","boolean","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","","",""
"121383422926547008","COMMON012","是否启用自研","true","开起启用自研编辑器不开启是都昌","98360","","common","boolean","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","237479425484718080","",""
"121383422926547009","COMMON013","输入法开关","true","开启输入法开关","98360","","common","boolean","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"232383422926547021","COMMON015","个人模板需要审核的业务节点","0000","个人模板需要审核的业务节点 PARAMSELECTIONS[0000:无,1:另存我的模板,2:共享模板]","98360","","common","EnumerationSelect","991827","0","2024-04-22 20:16:58","2026-01-08 17:31:56","","365887153697406977","",""
"221346822910457017","COMMON017","输入法启用科室","0000","通过参数配置哪些科室启用输入法","98360","","common","EnumerationMultiSelect","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"233283456546347098","COMMON018","入院次数统计方式（默认取就诊）","true","是：就诊次数统计（默认值）否：按病种统计  ","98360","","common","boolean","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"121383422926547214","COMMON020","允许科室的同级别的上级医师审签下级医师提交的病历文书","0","勾选的科室，允许科室的同级别的上级医师审签下级医师提交的病历文书，不影响审签流程；未勾选的科室，下级医师提交的病历文书，按照患者三级查房的医师和审签流程进行审签。","98360","","emr_review","EnumerationMultiSelect","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"221383422926547199","COMMON023","既往病历调阅老系统病历","0000","混合框架模式为弹出预览界面        接口模式：为嵌入既往病历中显示模式，可以直接选中内容插入","98360","","common","EnumerationSelect","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","10007","",""
"322138342297123161","COMMON026","除住院医生站外允许打印病历的其他系统入口","399547323,399464668","除住院医生站外允许打印病历的其他系统入口  		值：默认病历质控系统","98360","","common","EnumerationMultiSelect","991827","0","2024-04-22 20:16:58","2025-08-13 15:55:50","","366672780525256705","",""
"221383422926547204","COMMON027_1","没有手术医嘱不允许创建的术前文书","125044678493294640,201111183149915903,125044678493294608,125044678493294682","没有手术医嘱就不允许创建的术前文书监控类型  值：下拉选项为全部的病历监控类型，可多选；可为空，显示无；默认值｛术前小结、术前讨论记录、术前讨论结论记录｝","98360","","surgery","EnumerationMultiSelect","991827","0","2024-04-22 20:16:58","2025-03-26 14:31:58","","364799305053323264","",""
"221383422926547205","COMMON027_2","没有手术信息不允许创建的术后文书","125044678493294606","没有手术信息就不允许创建的术后文书监控类型  值：下拉选项为全部的病历监控类型，可多选；可为空，显示无；默认值｛手术记录，术后首次病程记录｝","98360","","surgery","EnumerationMultiSelect","991827","0","2024-04-22 20:16:58","2025-10-14 15:59:02","","366672780525256705","",""
"221383422926547206","COMMON027_3","允许病历创建后再同步手术医嘱的术前文书","125044678493294650","允许病历创建后再同步手术信息的文书类型","98360","","surgery","EnumerationMultiSelect_MONITORING","991827","0","2024-07-21 12:11:36","2025-10-28 13:30:27","10007","365887102157799425","",""
"121383422936547218","COMMON028","住院质控是否开启","true","控制住院质控是否启用 PARAMSELECTIONS[true:60病历质控,1:病历质控(新版模式),false:无]","98360","","common","EnumerationSelect","991827","0","2024-04-22 20:16:58","2025-10-23 15:53:10","","365887153697406977","",""
"221383422926541211","COMMON031","开关开启：发送MQ消息给无纸化病案系统；开关关闭：不发送MQ消息给无纸化病案系统。","true","开启：是；关闭：否","98360","","common","boolean","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"221383422926547222","COMMON032","会诊医生在申请科室的签到开关。是：会诊签到功能开启；否：会诊签到功能关闭","false","是/否，默认值为否","98360","","inpatient_consult_base","boolean","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"221383422926547255","COMMON033","允许克隆病历的监控类型","0000","允许克隆病历的监控类型，初始数据配置：其他文书：一份病历直接再复制一份","98360","","function_switch","EnumerationMultiSelect","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"221383422926547277","COMMON034","辅助录入菜单","399660920,399573997,399573998,399574007,399575397,399573999,399574000,399574001,399574002,399574003,399574004,399574005,399623208,399626630,399674045,399684321,399687419,399692871,399693271,399695185,399761243,399781972,399825817","已添加的菜单将会显示在住院病历辅助录入栏","98360","","common","EnumerationMultiSelect","991827","0","2024-04-22 20:16:58","2026-04-24 15:17:13","57393746696202243","365887153697406977","",""
"221383422926547119","COMMON035","是否启用CDSS诊疗推荐","false","是否启用CDSS诊疗推荐","98360","","common","boolean","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"221383422926547285","COMMON036","智能标签搜索结果样式","399575065","智能标签搜索结果将按照设置方式展示，默认卡片","98360","","common","EnumerationSelect","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","57393746696202243","57393746696202243","",""
"221383422926547286","COMMON037","封存后新建的病程是否另起一页","false","封存后新建的病程是否另起一页","98360","","common","boolean","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","57393746696202243","57393746696202243","",""
"221383422926547287","COMMON038","住院病历中是否显示门诊病历","true","住院病历中是否显示门诊病历","98360","","common","boolean","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","57393746696202243","57393746696202243","",""
"221383422926547289","COMMON039","是否开启病历生成PDF开关","true","是否开启病历生成PDF开关","98360","","common","boolean","991827","0","2024-04-22 20:16:58","2024-06-04 19:09:00","57393746696202243","360863362663530497","",""
"232383422926547122","COMMON040","开启支持申请和受邀科室的评价/反馈内容互相不可见","false","开启支持申请和受邀科室的评价/反馈内容互相不可见","98360","","inpatient_consult_base","boolean","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"232383422926547222","COMMON041","病人转科后，自动授权病历权限天数","100","病人转科后，自动授权病历权限天数","98360","","basic_setting","number","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"232383422926547223","COMMON042","诊断控件的触发方式","399583987","诊断控件的触发方式，选项值为{单击，双击}，默认为单击","98360","","common","EnumerationSelect","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","","57393746696202243","",""
"221383422926534872","COMMON043","切换患者支持缓存住院病历数据的患者个数","0","根据设置的个数，来支持保留切多少个患者的病历缓存数据；默认0","98360","1","common","number","991827","0","2024-04-22 20:16:58","2024-04-22 20:16:58","57393746696202243","57393746696202243","",""
"211383422926547532","COMMON044","是否允许阅改签名同级别及下级医师提交的病历","false","是否允许阅改签名同级别及下级医师提交的未配置在审签流程中的病历","98360","1","permission_config","boolean","991827","0","2024-04-22 20:16:58","2025-09-09 17:14:46","57393746696202243","366679557983649793","",""
"332383422926543215","COMMON045","通用审签流程中，最后一级的医师提交病历后是否自动双签名","true","通用审签流程中，最后一级的医师提交病历后是否自动双签名","98360","1","emr_review","boolean","991827","0","2024-04-22 20:16:58","2025-02-12 11:12:49","57393746696202243","366672780525256705","",""
"233283456546311115","COMMON046","成人体表面积公式计算方式","1","方式1：S男=0.0057*身高+0.0121*体重+0.0882  S女=0.0073*身高+0.0127*体重-0.2106 ；方式二：S男=0.00607*身高+0.0127*体重-0.0698  S女=0.00586*身高+0.0126*体重-0.0461；默认方式一","98360","1","common","EnumerationSelect","991827","0","2024-04-22 20:16:58","2026-04-14 19:55:02","57393746696202243","57393746696202243","",""
"221383422921547255","COMMON047","支持添加病历标题前缀的监控类型","125044676345810978,125044676345810980,125044676345810982,125044676345810984,125044676345810986,125044676345810988,125044676345810990,125044676345810994,125044676345810998","支持添加病历标题前缀的监控类型","98360","","basic_setting","EnumerationMultiSelect_MONITORING","991827","0","2024-04-22 20:16:58","2025-04-21 14:26:14","","57393746696202243","",""
